segment_index,edge_id,global_i,global_j,src,dst,num_segments,num_unique_starts,num_unique_episodes,median_h,edge_bottleneck_score
486518,512,323,328,340,341,2285,409,25,7.0,0.4920301440106474
89286,89,197069,197072,32,12,1372,327,47,6.0,0.5472985106568845
400924,433,58166,58172,281,301,1237,248,29,7.0,0.934839852702454
454478,478,85893,85902,313,293,1835,386,52,6.0,1.0310349539355537
364996,400,84541,84550,238,218,2034,446,29,7.0,0.8816696613244259
185303,190,171383,171389,166,186,2815,622,54,7.0,1.2843709165327069
235628,245,149299,149305,207,206,1424,310,48,6.0,1.3972225133438927
77547,62,142818,142828,26,6,884,196,27,6.0,0.6157022221184753
383642,417,141273,141279,261,260,1892,528,38,7.0,0.524234110076884
171987,177,175632,175634,127,126,3197,604,48,7.0,1.181694780615308
202609,205,176914,176924,186,207,515,125,26,8.0,1.3972225133438927
402221,436,77471,77473,292,272,1562,290,33,7.0,1.1119155647980608
153942,161,118024,118029,122,123,1860,333,36,7.0,0.4773171113225932
197968,201,128864,128872,186,166,2279,451,46,7.0,1.2843709165327069
320388,354,123754,123760,229,230,3135,730,39,7.0,0.6928147497270761
484255,508,107394,107404,332,352,2446,433,52,7.0,1.119329782732733
365912,400,198930,198939,238,218,2034,446,29,7.0,0.8816696613244259
345940,379,97270,97272,233,213,1606,399,51,6.0,1.1619791581108354
469101,491,28016,28025,317,316,2220,413,48,7.0,0.5899983588744228
38585,30,2917,2922,8,27,707,174,31,8.0,1.2483050882681392
323702,358,54627,54632,230,210,1602,410,41,6.0,0.6928147497270761
10939,5,44271,44280,4,5,2574,462,51,7.0,0.5708371775563242
24088,15,181653,181660,6,7,6148,1131,59,7.0,0.5426091782944411
28989,20,98360,98369,7,6,5706,1096,56,7.0,0.5426091782944411
279606,303,85500,85506,216,236,747,194,35,5.0,0.6119887066641122
30185,20,155925,155935,7,6,5706,1096,56,7.0,0.5426091782944411
226235,233,71372,71380,206,186,1044,202,23,7.0,1.2843709165327069
39543,33,5258,5265,9,8,2461,466,59,7.0,0.8979178206761399
2213,2,78863,78870,3,4,5792,1015,65,7.0,0.5708371775563242
433432,468,10627,10628,306,307,3461,702,28,7.0,0.4805973720292605
273560,296,119935,119936,215,235,3819,754,47,7.0,0.7237432083932548
469435,491,51920,51929,317,316,2220,413,48,7.0,0.5899983588744228
68173,52,130429,130439,12,13,4827,970,38,7.0,0.4343780295618495
555432,575,18816,18822,390,389,5780,1058,60,7.0,0.7425888616027709
554832,575,3023,3032,390,389,5780,1058,60,7.0,0.7425888616027709
350185,383,193620,193628,233,232,3420,720,69,7.0,1.1619791581108354
118958,121,82165,82173,53,52,1991,412,37,7.0,0.6145816993069612
205964,208,67669,67672,187,186,1285,340,47,6.0,1.2843709165327069
336432,372,194329,194337,232,213,1660,514,42,8.0,1.0962254186468878
158749,165,152207,152215,123,124,3504,645,57,7.0,0.6901232461389545
164655,173,91569,91578,126,127,1965,491,35,7.0,1.181694780615308
300685,334,30738,30743,224,204,1965,512,34,6.0,0.7820937747631929
91877,93,82106,82110,32,52,1051,227,25,7.0,0.5689117131441633
240783,249,151518,151524,207,227,1391,345,33,6.0,1.3972225133438927
276179,299,59930,59938,216,215,1287,270,38,6.0,0.6704601283040799
422651,456,37876,37881,303,304,2330,472,36,7.0,0.5022402655473627
394488,426,23424,23432,273,272,2980,593,41,7.0,0.8389728572309009
362101,397,123949,123951,236,235,4148,791,77,7.0,0.7237432083932548
17779,14,125498,125505,6,5,1302,222,32,7.0,0.4942256235210543
75067,57,165747,165753,13,12,5022,865,46,7.0,0.4343780295618495
78046,63,154387,154396,26,7,319,80,17,8.0,0.6157022221184753
214120,214,100352,100360,203,204,1689,337,48,7.0,0.7820937747631929
55605,39,162259,162262,10,9,7588,1341,80,7.0,0.8979178206761399
372020,410,11206,11215,252,272,4224,748,64,7.0,1.1940024538182468
83497,74,119008,119018,27,47,1222,241,27,7.0,1.2483050882681392
32197,21,117059,117064,7,8,2059,347,42,7.0,0.5426091782944411
500326,525,39042,39052,352,332,3450,777,75,7.0,1.119329782732733
345241,379,46739,46749,233,213,1606,399,51,6.0,1.1619791581108354
214387,214,139118,139127,203,204,1689,337,48,7.0,0.7820937747631929
190535,196,68258,68267,167,187,1931,464,42,7.0,1.3357884073864643
348148,383,77537,77539,233,232,3420,720,69,7.0,1.1619791581108354
81341,70,82034,82038,27,7,626,152,24,6.0,1.2483050882681392
517081,538,175105,175109,367,347,381,69,7,7.0,0.4416835907527695
270566,293,121769,121771,215,216,1452,353,47,7.0,0.6704601283040799
412995,448,8833,8838,300,301,3610,608,52,7.0,0.752293892421816
271445,296,25452,25454,215,235,3819,754,47,7.0,0.7237432083932548
426966,459,12961,12968,304,305,1010,185,25,7.0,0.4571170268146547
109469,111,199091,199094,47,46,5678,1122,50,7.0,1.1664980998843535
191993,198,36040,36046,178,158,669,128,14,7.0,0.5668323279398094
341281,376,162584,162591,232,233,3684,906,62,6.0,1.1619791581108354
408652,442,57766,57768,293,273,1168,221,24,7.0,0.8389728572309009
533121,559,52229,52232,386,387,3786,725,48,7.0,0.4438264341470948
245696,259,118203,118209,209,210,2324,461,60,7.0,1.2040851850136032
287469,316,69516,69520,218,238,3208,669,39,7.0,0.8816696613244259
200711,203,171397,171402,186,187,1433,392,45,6.0,1.2843709165327069
549066,572,57971,57979,389,390,7154,1413,89,7.0,0.7425888616027709
368274,405,36835,36840,241,261,2498,461,43,7.0,1.1119894608452026
555123,575,10478,10486,390,389,5780,1058,60,7.0,0.7425888616027709
222458,225,106021,106023,204,224,1532,316,32,6.0,0.7820937747631929
477230,500,165320,165330,326,305,117,44,10,9.0,0.4571170268146547
314367,348,109297,109306,227,226,2383,516,41,7.0,0.4615167349457846
506512,526,126981,126991,352,353,4882,1113,53,7.0,0.6701754396575299
506402,526,125767,125774,352,353,4882,1113,53,7.0,0.6701754396575299
12673,5,168688,168698,4,5,2574,462,51,7.0,0.5708371775563242
529203,555,16367,16377,384,383,3150,611,39,7.0,0.4182303580580847
186379,191,118128,118138,166,187,1046,282,32,8.0,1.141922868998979
517284,540,3955,3956,367,387,738,158,24,7.0,0.4438264341470948
25203,17,185010,185018,6,26,837,148,26,7.0,0.6157022221184753
217851,220,67902,67904,204,203,1245,308,35,6.0,0.7820937747631929
455463,478,196657,196666,313,293,1835,386,52,6.0,1.0310349539355537
29488,20,117493,117500,7,6,5706,1096,56,7.0,0.5426091782944411
393431,423,108003,108012,272,293,425,118,22,8.0,0.680761705411858
196319,201,2477,2485,186,166,2279,451,46,7.0,1.2843709165327069
53906,39,112140,112148,10,9,7588,1341,80,7.0,0.8979178206761399
286576,316,24486,24491,218,238,3208,669,39,7.0,0.8816696613244259
5407,2,171566,171573,3,4,5792,1015,65,7.0,0.5708371775563242
504702,526,64613,64623,352,353,4882,1113,53,7.0,0.6701754396575299
294869,328,30907,30913,223,204,1372,371,32,8.0,0.7820937747631929
140482,145,91537,91543,87,107,2191,480,55,7.0,0.9820359200257924
517001,538,123088,123096,367,347,381,69,7,7.0,0.4416835907527695
180785,188,82294,82301,166,146,1463,279,32,7.0,1.2918859947622392
234530,245,2458,2460,207,206,1424,310,48,6.0,1.3972225133438927
57341,40,61715,61722,10,11,1969,337,37,7.0,0.6435638621308869
446110,475,50381,50388,312,313,6951,1469,79,7.0,1.0310349539355537
86065,83,117444,117453,31,11,604,144,25,6.0,0.7038170681089723
457867,479,98070,98073,313,312,6124,1172,62,7.0,1.0310349539355537
196112,199,188789,188798,178,198,3781,724,66,7.0,0.6242252993529385
231976,240,149270,149276,206,226,2044,488,38,6.0,1.067174264901552
344031,378,85976,85985,233,212,1801,483,50,8.0,1.1619791581108354
547873,572,13165,13171,389,390,7154,1413,89,7.0,0.7425888616027709
338738,376,52618,52625,232,233,3684,906,62,6.0,1.1619791581108354
268620,286,158437,158447,214,215,1395,244,31,7.0,0.6704601283040799
226679,233,147955,147958,206,186,1044,202,23,7.0,1.2843709165327069
213466,214,29515,29524,203,204,1689,337,48,7.0,0.7820937747631929
438971,471,23674,23682,307,306,3304,699,36,7.0,0.4805973720292605
315434,350,182997,183005,229,208,66,21,6,8.0,0.901984607927955
178230,186,15904,15912,158,178,2010,344,46,7.0,0.5668323279398094
269857,293,46515,46521,215,216,1452,353,47,7.0,0.6704601283040799
6756,4,43312,43314,4,3,4567,895,42,7.0,0.5708371775563242
391309,421,194720,194725,272,273,3435,743,41,7.0,0.8389728572309009
246383,259,158393,158395,209,210,2324,461,60,7.0,1.2040851850136032
92550,94,35059,35067,32,53,306,85,17,8.0,0.6145816993069612
539048,562,125166,125173,387,386,3556,691,39,7.0,0.4438264341470948
338609,376,46734,46738,232,233,3684,906,62,6.0,1.1619791581108354
532090,557,54079,54087,386,367,365,90,20,8.0,0.4287786546538285
253687,268,90825,90830,210,230,1174,278,34,6.0,0.6928147497270761
18508,15,8604,8612,6,7,6148,1131,59,7.0,0.5426091782944411
498037,522,76565,76573,347,346,1760,397,24,7.0,0.4416835907527695
323536,358,32342,32344,230,210,1602,410,41,6.0,0.6928147497270761
155218,164,83627,83631,123,122,775,145,18,7.0,0.4773171113225932
189151,195,105710,105716,167,186,1279,385,39,8.0,1.3357884073864643
508013,526,193111,193119,352,353,4882,1113,53,7.0,0.6701754396575299
39445,33,2068,2076,9,8,2461,466,59,7.0,0.8979178206761399
445603,475,40749,40753,312,313,6951,1469,79,7.0,1.0310349539355537
458079,479,104816,104820,313,312,6124,1172,62,7.0,1.0310349539355537
417457,450,107570,107579,301,281,2247,527,56,7.0,0.934839852702454
468145,487,195375,195383,316,315,3884,690,66,7.0,0.6423751221008027
226516,233,124854,124863,206,186,1044,202,23,7.0,1.2843709165327069
415396,448,167695,167702,300,301,3610,608,52,7.0,0.752293892421816
459944,479,161507,161512,313,312,6124,1172,62,7.0,1.0310349539355537
412477,448,920,928,300,301,3610,608,52,7.0,0.752293892421816
526983,554,61055,61063,383,384,2855,525,32,7.0,0.4182303580580847
270378,293,95452,95461,215,216,1452,353,47,7.0,0.6704601283040799
502571,525,147383,147390,352,332,3450,777,75,7.0,1.119329782732733
312410,346,135055,135065,227,207,1789,455,46,6.0,1.3972225133438927
315404,348,199525,199531,227,226,2383,516,41,7.0,0.4615167349457846
381575,416,146653,146661,261,241,2801,699,44,7.0,1.1119894608452026
569525,581,102663,102666,393,392,4930,869,44,7.0,0.42516877339884
147232,154,36709,36718,107,87,1384,259,32,6.0,0.9820359200257924
386081,420,79442,79450,272,252,3139,673,55,7.0,1.1940024538182468
469461,491,52483,52488,317,316,2220,413,48,7.0,0.5899983588744228
329786,366,93137,93143,231,230,1502,278,37,7.0,1.1411627055128797
543666,567,195070,195078,388,387,1172,210,23,7.0,0.4438264341470948
268583,286,158115,158120,214,215,1395,244,31,7.0,0.6704601283040799
565970,579,166615,166623,392,393,4751,1009,35,7.0,0.42516877339884
447566,475,94655,94662,312,313,6951,1469,79,7.0,1.0310349539355537
207161,209,119406,119409,187,206,389,110,24,7.0,1.141922868998979
88952,89,162965,162970,32,12,1372,327,47,6.0,0.5472985106568845
282096,307,113824,113829,217,218,974,187,24,7.0,0.8816696613244259
57572,40,82068,82070,10,11,1969,337,37,7.0,0.6435638621308869
82265,72,102986,102993,27,26,901,190,29,6.0,1.2483050882681392
393784,425,39166,39176,273,252,629,202,26,8.0,1.1940024538182468
199201,202,130962,130971,186,167,927,263,28,8.0,1.3357884073864643
54710,39,134396,134399,10,9,7588,1341,80,7.0,0.8979178206761399
148781,155,149180,149182,107,106,478,137,29,5.0,0.8814227627528947
333732,371,124804,124813,232,212,3225,743,49,7.0,1.0962254186468878
1526,2,60862,60872,3,4,5792,1015,65,7.0,0.5708371775563242
417377,450,105491,105501,301,281,2247,527,56,7.0,0.934839852702454
423423,456,139697,139706,303,304,2330,472,36,7.0,0.5022402655473627
71074,54,149648,149655,12,32,848,199,28,7.0,0.5472985106568845
166535,174,46633,46641,126,146,2758,621,59,7.0,1.2918859947622392
501468,525,99566,99576,352,332,3450,777,75,7.0,1.119329782732733
249698,262,63630,63637,209,230,1019,291,39,8.0,1.2040851850136032
426170,458,165079,165085,304,303,2516,484,41,7.0,0.5022402655473627
389319,421,52438,52444,272,273,3435,743,41,7.0,0.8389728572309009
360602,397,53737,53745,236,235,4148,791,77,7.0,0.7237432083932548
515487,534,117649,117655,361,341,1406,257,31,7.0,0.4920301440106474
215836,218,67831,67838,203,223,1634,339,35,6.0,0.4482084322085275
65133,51,152389,152394,12,11,1680,303,46,7.0,0.4773074013808554
394486,426,23424,23430,273,272,2980,593,41,7.0,0.8389728572309009
2433,2,91258,91268,3,4,5792,1015,65,7.0,0.5708371775563242
361649,397,108875,108884,236,235,4148,791,77,7.0,0.7237432083932548
8924,4,125549,125559,4,3,4567,895,42,7.0,0.5708371775563242
285897,314,160915,160924,218,217,2100,487,54,7.0,0.8816696613244259
23945,15,168716,168726,6,7,6148,1131,59,7.0,0.5426091782944411
195332,199,157789,157798,178,198,3781,724,66,7.0,0.6242252993529385
56869,40,9703,9706,10,11,1969,337,37,7.0,0.6435638621308869
104497,111,46362,46366,47,46,5678,1122,50,7.0,1.1664980998843535
208103,210,176919,176925,187,207,844,180,28,7.0,1.3972225133438927
434358,468,37957,37964,306,307,3461,702,28,7.0,0.4805973720292605
372559,410,39146,39149,252,272,4224,748,64,7.0,1.1940024538182468
250760,265,32344,32349,210,209,1293,300,37,6.0,1.2040851850136032
11873,5,115027,115036,4,5,2574,462,51,7.0,0.5708371775563242
280483,306,50275,50282,217,216,1085,243,26,7.0,0.5697363003069251
356093,392,77638,77646,235,236,2500,583,40,7.0,0.7237432083932548
59910,44,73799,73807,11,10,2237,406,56,7.0,0.6435638621308869
388114,421,7153,7160,272,273,3435,743,41,7.0,0.8389728572309009
255423,272,126739,126747,212,213,1444,330,41,7.0,0.5858748306458231
544400,568,66205,66209,388,389,2407,439,67,7.0,0.7088659022355741
278255,300,170727,170732,216,217,1104,215,22,7.0,0.5697363003069251
69372,52,175428,175434,12,13,4827,970,38,7.0,0.4343780295618495
16836,12,168270,168278,5,26,417,103,20,8.0,0.6157022221184753
286810,316,46138,46148,218,238,3208,669,39,7.0,0.8816696613244259
307883,343,32556,32561,226,227,2314,483,33,6.0,0.4615167349457846
297979,332,106030,106034,223,224,2604,557,36,7.0,0.6191565157353949
394121,425,146503,146512,273,252,629,202,26,8.0,1.1940024538182468
47070,34,134441,134451,9,10,6723,1315,66,7.0,0.8979178206761399
448535,475,118582,118589,312,313,6951,1469,79,7.0,1.0310349539355537
519865,544,82908,82911,372,352,3304,604,64,7.0,0.8635553308620566
368825,405,59322,59329,241,261,2498,461,43,7.0,1.1119894608452026
165374,173,127582,127586,126,127,1965,491,35,7.0,1.181694780615308
513500,530,189489,189494,353,352,4031,742,47,7.0,0.6701754396575299
8387,4,111902,111908,4,3,4567,895,42,7.0,0.5708371775563242
129981,138,37567,37576,86,87,3356,735,46,7.0,1.1216278354671452
290556,320,10866,10872,221,241,1351,267,29,7.0,1.1119894608452026
532809,559,14968,14973,386,387,3786,725,48,7.0,0.4438264341470948
377430,414,18592,18599,260,261,2151,455,33,7.0,0.524234110076884
27043,20,39699,39703,7,6,5706,1096,56,7.0,0.5426091782944411
154086,161,128708,128718,122,123,1860,333,36,7.0,0.4773171113225932
246516,259,170662,170666,209,210,2324,461,60,7.0,1.2040851850136032
492215,516,116583,116590,341,340,2335,564,34,7.0,0.4920301440106474
223115,225,196132,196141,204,224,1532,316,32,6.0,0.7820937747631929
16865,12,185007,185011,5,26,417,103,20,8.0,0.6157022221184753
358463,394,131845,131854,236,215,1053,300,38,8.0,0.6704601283040799
144135,149,23796,23800,106,107,605,160,32,5.0,0.8814227627528947
257235,276,63857,63861,212,232,4549,902,60,7.0,1.0962254186468878
185198,190,157998,158000,166,186,2815,622,54,7.0,1.2843709165327069
504747,526,64630,64639,352,353,4882,1113,53,7.0,0.6701754396575299
326925,359,111707,111716,230,229,3372,705,51,7.0,0.6928147497270761
69747,52,182274,182282,12,13,4827,970,38,7.0,0.4343780295618495
354582,390,125348,125354,235,216,1131,337,39,8.0,0.7237432083932548
195568,199,158647,158654,178,198,3781,724,66,7.0,0.6242252993529385
261150,277,77521,77527,212,233,1129,343,44,8.0,1.1619791581108354
263548,278,186253,186259,213,212,1967,412,44,6.0,0.5858748306458231
419182,451,63489,63494,301,300,2318,558,28,7.0,0.752293892421816
502116,525,123246,123249,352,332,3450,777,75,7.0,1.119329782732733
288624,316,115511,115516,218,238,3208,669,39,7.0,0.8816696613244259
135326,142,23813,23817,87,67,502,101,13,7.0,0.9820359200257924
541560,563,128456,128462,387,388,1752,357,43,7.0,0.4438264341470948
355508,392,34289,34298,235,236,2500,583,40,7.0,0.7237432083932548
255188,272,117910,117915,212,213,1444,330,41,7.0,0.5858748306458231
17214,14,14325,14334,6,5,1302,222,32,7.0,0.4942256235210543
467842,487,176148,176154,316,315,3884,690,66,7.0,0.6423751221008027
171202,177,135231,135234,127,126,3197,604,48,7.0,1.181694780615308
125188,129,90462,90472,55,54,1964,388,48,7.0,0.5797911426204267
220770,224,29498,29508,204,223,1215,316,32,8.0,0.7820937747631929
422510,456,14232,14238,303,304,2330,472,36,7.0,0.5022402655473627
418708,451,18896,18904,301,300,2318,558,28,7.0,0.752293892421816
268008,286,96588,96594,214,215,1395,244,31,7.0,0.6704601283040799
500376,525,39432,39441,352,332,3450,777,75,7.0,1.119329782732733
499238,522,193321,193329,347,346,1760,397,24,7.0,0.4416835907527695
192206,198,113863,113870,178,158,669,128,14,7.0,0.5668323279398094
525397,550,105383,105389,381,361,1326,263,39,6.0,0.3811421748763997
367485,404,146662,146670,241,260,703,187,30,8.0,1.1119894608452026
566246,579,173613,173622,392,393,4751,1009,35,7.0,0.42516877339884
268343,286,125321,125327,214,215,1395,244,31,7.0,0.6704601283040799
74048,57,129368,129374,13,12,5022,865,46,7.0,0.4343780295618495
128675,133,116037,116047,67,87,1336,265,36,7.0,0.9820359200257924
260,2,7569,7577,3,4,5792,1015,65,7.0,0.5708371775563242
8638,4,122310,122319,4,3,4567,895,42,7.0,0.5708371775563242
306610,340,199508,199514,226,206,1938,464,41,7.0,1.067174264901552
311309,346,29685,29694,227,207,1789,455,46,6.0,1.3972225133438927
144859,150,42889,42896,106,126,1286,253,33,7.0,0.8607825119832312
245752,259,119449,119456,209,210,2324,461,60,7.0,1.2040851850136032
298319,332,134948,134950,223,224,2604,557,36,7.0,0.6191565157353949
414138,448,64251,64256,300,301,3610,608,52,7.0,0.752293892421816
359609,397,7086,7096,236,235,4148,791,77,7.0,0.7237432083932548
332356,371,63870,63874,232,212,3225,743,49,7.0,1.0962254186468878
324785,358,167624,167627,230,210,1602,410,41,6.0,0.6928147497270761
78368,65,45702,45707,26,27,537,122,17,6.0,1.2483050882681392
110030,112,45303,45311,47,67,1908,425,49,7.0,0.658386063454484
530231,555,66960,66970,384,383,3150,611,39,7.0,0.4182303580580847
245026,259,47463,47472,209,210,2324,461,60,7.0,1.2040851850136032
48657,35,138402,138412,9,11,46,31,19,10.0,0.8979178206761399
313338,348,29695,29704,227,226,2383,516,41,7.0,0.4615167349457846
239679,248,185876,185883,207,226,1244,324,37,8.0,1.3972225133438927
348074,383,77278,77287,233,232,3420,720,69,7.0,1.1619791581108354
377562,414,29106,29113,260,261,2151,455,33,7.0,0.524234110076884
529340,555,19685,19695,384,383,3150,611,39,7.0,0.4182303580580847
469350,491,41638,41644,317,316,2220,413,48,7.0,0.5899983588744228
19525,15,35363,35372,6,7,6148,1131,59,7.0,0.5426091782944411
372427,410,32902,32907,252,272,4224,748,64,7.0,1.1940024538182468
247110,261,57058,57062,209,229,2724,563,46,6.0,1.2040851850136032
137205,143,88795,88799,87,86,3397,685,43,7.0,1.1216278354671452
96571,103,113259,113267,46,26,1130,205,23,7.0,1.1664980998843535
277079,299,182936,182945,216,215,1287,270,38,6.0,0.6704601283040799
114815,117,154528,154533,52,53,1727,391,35,7.0,0.6145816993069612
18002,14,157659,157665,6,5,1302,222,32,7.0,0.4942256235210543
53078,39,86969,86976,10,9,7588,1341,80,7.0,0.8979178206761399
25840,20,11368,11377,7,6,5706,1096,56,7.0,0.5426091782944411
38606,30,8106,8116,8,27,707,174,31,8.0,1.2483050882681392
337778,375,154841,154847,232,231,1598,285,38,7.0,1.1411627055128797
107812,111,148109,148114,47,46,5678,1122,50,7.0,1.1664980998843535
329341,366,50465,50473,231,230,1502,278,37,7.0,1.1411627055128797
152585,160,130739,130745,122,121,818,145,20,7.0,0.6495529827524277
50171,39,24257,24262,10,9,7588,1341,80,7.0,0.8979178206761399
359569,396,60561,60568,236,217,115,29,6,8.0,0.6119887066641122
558556,575,151291,151300,390,389,5780,1058,60,7.0,0.7425888616027709
452698,477,34727,34729,313,292,1064,301,40,7.0,1.1119155647980608
506040,526,107929,107936,352,353,4882,1113,53,7.0,0.6701754396575299
519471,544,65948,65958,372,352,3304,604,64,7.0,0.8635553308620566
334808,371,194911,194915,232,212,3225,743,49,7.0,1.0962254186468878
363528,397,191984,191987,236,235,4148,791,77,7.0,0.7237432083932548
238356,246,192793,192795,207,208,2651,480,51,7.0,1.3972225133438927
409560,443,24018,24023,293,292,749,189,34,5.0,1.1119155647980608
193423,199,34232,34242,178,198,3781,724,66,7.0,0.6242252993529385
415127,448,134713,134723,300,301,3610,608,52,7.0,0.752293892421816
413961,448,56871,56879,300,301,3610,608,52,7.0,0.752293892421816
560528,575,195964,195968,390,389,5780,1058,60,7.0,0.7425888616027709
471536,492,186002,186012,317,318,524,121,16,7.0,0.5899983588744228
465301,487,51929,51937,316,315,3884,690,66,7.0,0.6423751221008027
456422,479,47931,47939,313,312,6124,1172,62,7.0,1.0310349539355537
300312,334,2778,2782,224,204,1965,512,34,6.0,0.7820937747631929
566068,579,166761,166765,392,393,4751,1009,35,7.0,0.42516877339884
277660,300,76877,76882,216,217,1104,215,22,7.0,0.5697363003069251
504051,526,41754,41762,352,353,4882,1113,53,7.0,0.6701754396575299
94367,99,23008,23013,33,32,1310,286,42,7.0,0.586989255123132
355747,392,58410,58418,235,236,2500,583,40,7.0,0.7237432083932548
101555,105,159775,159781,46,47,5614,1117,54,7.0,1.1664980998843535
332301,371,57836,57845,232,212,3225,743,49,7.0,1.0962254186468878
497227,521,33319,33325,347,326,494,139,17,8.0,0.4416835907527695
499476,523,50061,50070,347,367,715,142,17,7.0,0.4416835907527695
156059,165,5966,5974,123,124,3504,645,57,7.0,0.6901232461389545
23536,15,159965,159975,6,7,6148,1131,59,7.0,0.5426091782944411
136542,143,44382,44390,87,86,3397,685,43,7.0,1.1216278354671452
431733,467,20531,20534,306,305,1673,333,42,7.0,0.4805973720292605
325651,359,63637,63646,230,229,3372,705,51,7.0,0.6928147497270761
179647,186,124638,124644,158,178,2010,344,46,7.0,0.5668323279398094
140397,145,72405,72412,87,107,2191,480,55,7.0,0.9820359200257924
377305,414,15428,15438,260,261,2151,455,33,7.0,0.524234110076884
168055,174,157410,157415,126,146,2758,621,59,7.0,1.2918859947622392
435184,468,67513,67521,306,307,3461,702,28,7.0,0.4805973720292605
8014,4,98448,98455,4,3,4567,895,42,7.0,0.5708371775563242
67663,52,117167,117176,12,13,4827,970,38,7.0,0.4343780295618495
194027,199,77206,77215,178,198,3781,724,66,7.0,0.6242252993529385
181078,188,124872,124878,166,146,1463,279,32,7.0,1.2918859947622392
545973,568,190622,190624,388,389,2407,439,67,7.0,0.7088659022355741
498024,522,76544,76545,347,346,1760,397,24,7.0,0.4416835907527695
432752,467,165322,165329,306,305,1673,333,42,7.0,0.4805973720292605
353585,389,173447,173451,235,215,3043,744,48,7.0,0.7237432083932548
261085,277,75533,75540,212,233,1129,343,44,8.0,1.1619791581108354
454191,478,62382,62386,313,293,1835,386,52,6.0,1.0310349539355537
62739,48,49709,49717,11,31,945,206,27,7.0,0.7038170681089723
122271,126,97719,97727,54,53,2150,349,51,7.0,0.6145816993069612
35796,26,152421,152429,8,7,1911,382,50,7.0,0.5426091782944411
479839,503,148836,148844,326,346,2223,405,41,7.0,0.389921676410541
45202,34,81957,81964,9,10,6723,1315,66,7.0,0.8979178206761399
408144,440,176227,176231,292,313,759,208,40,8.0,1.1119155647980608
184341,190,101770,101779,166,186,2815,622,54,7.0,1.2843709165327069
104398,111,30336,30343,47,46,5678,1122,50,7.0,1.1664980998843535
117796,120,155816,155825,53,33,2430,508,57,7.0,0.6145816993069612
554462,572,195173,195180,389,390,7154,1413,89,7.0,0.7425888616027709
256782,276,46754,46764,212,232,4549,902,60,7.0,1.0962254186468878
331385,367,155676,155682,231,232,825,155,24,7.0,1.1411627055128797
491694,516,49425,49433,341,340,2335,564,34,7.0,0.4920301440106474
442870,473,112997,113004,312,292,2905,704,68,7.0,1.1119155647980608
462509,485,39483,39492,315,316,2150,453,27,7.0,0.6423751221008027
546619,571,49258,49266,389,388,1306,215,26,7.0,0.7088659022355741
265602,282,85337,85347,213,232,1253,328,45,8.0,1.0962254186468878
283426,312,53957,53960,218,198,983,190,23,7.0,0.8816696613244259
233195,241,96049,96057,206,227,1036,288,32,8.0,1.067174264901552
34877,26,40019,40029,8,7,1911,382,50,7.0,0.5426091782944411
357514,392,195484,195489,235,236,2500,583,40,7.0,0.7237432083932548
273053,296,106533,106541,215,235,3819,754,47,7.0,0.7237432083932548
75795,57,182227,182236,13,12,5022,865,46,7.0,0.4343780295618495
504218,526,50149,50159,352,353,4882,1113,53,7.0,0.6701754396575299
516476,535,151190,151195,361,381,733,188,25,6.0,0.3811421748763997
297234,332,30908,30917,223,224,2604,557,36,7.0,0.6191565157353949
326190,359,85163,85170,230,229,3372,705,51,7.0,0.6928147497270761
66323,52,38729,38736,12,13,4827,970,38,7.0,0.4343780295618495
411603,445,132284,132291,293,313,818,191,37,6.0,1.0310349539355537
264378,279,104626,104628,213,214,1101,196,24,7.0,0.4101470785549331
258763,276,122185,122194,212,232,4549,902,60,7.0,1.0962254186468878
463384,485,74321,74330,315,316,2150,453,27,7.0,0.6423751221008027
238965,248,40382,40390,207,226,1244,324,37,8.0,1.3972225133438927
292407,323,37641,37651,222,221,980,159,24,7.0,0.9050989791035348
332667,371,75554,75560,232,212,3225,743,49,7.0,1.0962254186468878
565193,579,149874,149884,392,393,4751,1009,35,7.0,0.42516877339884
308771,343,106876,106880,226,227,2314,483,33,6.0,0.4615167349457846
541827,563,161898,161906,387,388,1752,357,43,7.0,0.4438264341470948
542291,563,191367,191370,387,388,1752,357,43,7.0,0.4438264341470948
39079,30,174117,174127,8,27,707,174,31,8.0,1.2483050882681392
303135,337,30653,30661,224,223,2188,512,43,7.0,0.6191565157353949
453245,477,120949,120955,313,292,1064,301,40,7.0,1.1119155647980608
221836,225,19285,19291,204,224,1532,316,32,6.0,0.7820937747631929
61753,45,99409,99412,11,12,1112,253,26,7.0,0.4773074013808554
538441,562,104060,104065,387,386,3556,691,39,7.0,0.4438264341470948
500998,525,77432,77441,352,332,3450,777,75,7.0,1.119329782732733
325621,359,63618,63623,230,229,3372,705,51,7.0,0.6928147497270761
91696,93,60136,60142,32,52,1051,227,25,7.0,0.5689117131441633
201600,204,123678,123684,186,206,1269,272,37,7.0,1.2843709165327069
204852,207,119121,119128,187,167,2003,412,36,7.0,1.3357884073864643
361060,397,78301,78309,236,235,4148,791,77,7.0,0.7237432083932548
370303,408,22120,22129,252,232,1319,281,32,7.0,1.1940024538182468
80499,67,127470,127479,26,47,222,63,12,8.0,0.658386063454484
202652,205,194204,194213,186,207,515,125,26,8.0,1.3972225133438927
183483,190,33543,33548,166,186,2815,622,54,7.0,1.2843709165327069
423765,456,171018,171028,303,304,2330,472,36,7.0,0.5022402655473627
402273,436,79424,79432,292,272,1562,290,33,7.0,1.1119155647980608
